order_id,customer_id,order_date,product_category,cost_price,selling_price,quantity,customer_city,total_cost,total_revenue,profit,profit_margin_pct
ORD007448,CUST00982,2024-01-01,Home & Kitchen,2446.57,3395.02,1,Mumbai,2446.57,3395.02,948.45,27.94
ORD009827,CUST01286,2024-01-01,Groceries,750.58,799.46,1,Delhi,750.58,799.46,48.88,6.11
ORD004201,CUST00522,2024-01-01,Electronics,20230.4,24112.05,1,Delhi,20230.4,24112.05,3881.65,16.1
ORD001039,CUST00137,2024-01-01,Home & Kitchen,3511.75,5086.92,2,Delhi,7023.5,10173.84,3150.34,30.97
ORD005628,CUST00735,2024-01-01,Sports,386.53,495.33,1,Lucknow,386.53,495.33,108.8,21.97
ORD001016,CUST00131,2024-01-01,Groceries,760.17,810.9,1,Mumbai,760.17,810.9,50.73,6.26
ORD002534,CUST00330,2024-01-01,Home & Kitchen,3800.65,5373.42,1,Delhi,3800.65,5373.42,1572.77,29.27
ORD001019,CUST00134,2024-01-01,Groceries,345.68,399.16,2,Hyderabad,691.36,798.32,106.96,13.4
ORD009842,CUST01291,2024-01-01,Beauty,155.11,254.74,1,Delhi,155.11,254.74,99.63,39.11
ORD013837,CUST01820,2024-01-01,Electronics,10883.66,12729.23,1,Hyderabad,10883.66,12729.23,1845.57,14.5
ORD007476,CUST00989,2024-01-01,Electronics,5955.35,7147.47,4,Chennai,23821.4,28589.88,4768.48,16.68
ORD005627,CUST00735,2024-01-01,Electronics,21770.85,25449.68,1,Lucknow,21770.85,25449.68,3678.83,14.46
ORD002621,CUST00345,2024-01-01,Groceries,707.28,788.71,1,Lucknow,707.28,788.71,81.43,10.32
ORD001105,CUST00148,2024-01-01,Apparel,524.44,773.72,1,Bengaluru,524.44,773.72,249.28,32.22
ORD010817,CUST01419,2024-01-01,Beauty,997.62,1865.13,4,Mumbai,3990.48,7460.52,3470.04,46.51
ORD004495,CUST00556,2024-01-01,Beauty,546.2,964.21,1,Lucknow,546.2,964.21,418.01,43.35
ORD004499,CUST00558,2024-01-01,Groceries,526.18,559.83,1,Mumbai,526.18,559.83,33.65,6.01
ORD014356,CUST01888,2024-01-01,Groceries,83.94,93.08,1,Chennai,83.94,93.08,9.14,9.82
ORD014896,CUST01964,2024-01-01,Apparel,1124.14,2028.16,1,Pune,1124.14,2028.16,904.02,44.57
ORD002155,CUST00279,2024-01-01,Groceries,325.27,373.33,1,Chennai,325.27,373.33,48.06,12.87
ORD012902,CUST01683,2024-01-01,Groceries,628.07,715.4,1,Kolkata,628.07,715.4,87.33,12.21
ORD013777,CUST01812,2024-01-01,Home & Kitchen,1939.09,2806.84,1,Hyderabad,1939.09,2806.84,867.75,30.92
ORD010713,CUST01405,2024-01-01,Groceries,745.94,815.89,2,Kolkata,1491.88,1631.78,139.9,8.57
ORD007922,CUST01032,2024-01-01,Apparel,1184.78,1812.15,1,Bengaluru,1184.78,1812.15,627.37,34.62
ORD007926,CUST01032,2024-01-01,Apparel,1575.5,2641.98,1,Bengaluru,1575.5,2641.98,1066.48,40.37
ORD007927,CUST01032,2024-01-01,Sports,3081.46,4091.61,1,Bengaluru,3081.46,4091.61,1010.15,24.69
ORD001196,CUST00159,2024-01-01,Groceries,712.34,789.11,1,Hyderabad,712.34,789.11,76.77,9.73
ORD008924,CUST01156,2024-01-01,Apparel,273.84,458.43,1,Chennai,273.84,458.43,184.59,40.27
ORD013760,CUST01807,2024-01-01,Home & Kitchen,3784.43,5439.86,1,Bengaluru,3784.43,5439.86,1655.43,30.43
ORD013762,CUST01807,2024-01-01,Electronics,12592.95,13739.94,2,Bengaluru,25185.9,27479.88,2293.98,8.35
ORD009889,CUST01300,2024-01-01,Home & Kitchen,3965.07,5325.46,3,Ahmedabad,11895.21,15976.38,4081.17,25.55
ORD013053,CUST01705,2024-01-01,Beauty,186.97,356.12,1,Lucknow,186.97,356.12,169.15,47.5
ORD007789,CUST01021,2024-01-01,Apparel,279.5,500.18,1,Mumbai,279.5,500.18,220.68,44.12
ORD001110,CUST00148,2024-01-01,Home & Kitchen,3284.43,4403.12,1,Bengaluru,3284.43,4403.12,1118.69,25.41
ORD013438,CUST01760,2024-01-01,Home & Kitchen,2241.76,3048.76,3,Ahmedabad,6725.28,9146.28,2421.0,26.47
ORD004418,CUST00546,2024-01-01,Sports,1487.38,2043.72,1,Hyderabad,1487.38,2043.72,556.34,27.22
ORD014362,CUST01889,2024-01-01,Apparel,1008.36,1550.91,1,Pune,1008.36,1550.91,542.55,34.98
ORD005424,CUST00711,2024-01-01,Sports,2255.17,2855.36,1,Kolkata,2255.17,2855.36,600.19,21.02
ORD009045,CUST01168,2024-01-01,Sports,2415.3,3314.44,2,Delhi,4830.6,6628.88,1798.28,27.13
ORD000188,CUST00033,2024-01-01,Apparel,726.15,1281.94,1,Hyderabad,726.15,1281.94,555.79,43.36
ORD004437,CUST00550,2024-01-01,Beauty,800.75,1479.7,1,Delhi,800.75,1479.7,678.95,45.88
ORD004469,CUST00553,2024-01-01,Electronics,15534.21,17334.7,1,Ahmedabad,15534.21,17334.7,1800.49,10.39
ORD002302,CUST00299,2024-01-01,Groceries,486.19,525.32,1,Delhi,486.19,525.32,39.13,7.45
ORD004473,CUST00554,2024-01-01,Groceries,91.99,104.23,1,Lucknow,91.99,104.23,12.24,11.74
ORD009918,CUST01304,2024-01-01,Sports,2140.51,2853.78,1,Bengaluru,2140.51,2853.78,713.27,24.99
ORD013809,CUST01817,2024-01-01,Sports,2745.9,3862.32,1,Bengaluru,2745.9,3862.32,1116.42,28.91
ORD013057,CUST01705,2024-01-01,Electronics,2816.37,3303.53,1,Lucknow,2816.37,3303.53,487.16,14.75
ORD011448,CUST01496,2024-01-01,Apparel,1913.65,3259.93,4,Mumbai,7654.6,13039.72,5385.12,41.3
ORD002626,CUST00347,2024-01-01,Electronics,17955.93,21708.96,1,Chennai,17955.93,21708.96,3753.03,17.29
ORD009813,CUST01282,2024-01-01,Electronics,18797.0,20944.01,1,Mumbai,18797.0,20944.01,2147.01,10.25
ORD002630,CUST00347,2024-01-01,Groceries,81.22,92.44,1,Chennai,81.22,92.44,11.22,12.14
ORD003292,CUST00425,2024-01-01,Home & Kitchen,1456.64,2120.74,1,Mumbai,1456.64,2120.74,664.1,31.31
ORD009429,CUST01223,2024-01-01,Apparel,1875.49,2836.08,2,Delhi,3750.98,5672.16,1921.18,33.87
ORD000703,CUST00090,2024-01-01,Apparel,316.82,534.84,1,Bengaluru,316.82,534.84,218.02,40.76
ORD011252,CUST01468,2024-01-01,Home & Kitchen,2424.65,3291.15,2,Chennai,4849.3,6582.3,1733.0,26.33
ORD003250,CUST00416,2024-01-01,Apparel,1831.64,2819.49,1,Lucknow,1831.64,2819.49,987.85,35.04
ORD000719,CUST00093,2024-01-01,Electronics,5834.8,6573.57,1,Mumbai,5834.8,6573.57,738.77,11.24
ORD009631,CUST01246,2024-01-01,Apparel,1539.0,2625.95,1,Mumbai,1539.0,2625.95,1086.95,41.39
ORD000726,CUST00094,2024-01-01,Apparel,1901.01,3509.17,1,Hyderabad,1901.01,3509.17,1608.16,45.83
ORD006748,CUST00878,2024-01-01,Groceries,331.0,363.5,2,Mumbai,662.0,727.0,65.0,8.94
ORD012042,CUST01569,2024-01-01,Electronics,15182.44,17964.81,3,Kolkata,45547.32,53894.43,8347.11,15.49
ORD000752,CUST00102,2024-01-01,Sports,2955.86,3767.55,2,Hyderabad,5911.72,7535.1,1623.38,21.54
ORD000753,CUST00102,2024-01-01,Groceries,637.67,713.28,1,Hyderabad,637.67,713.28,75.61,10.6
ORD009667,CUST01251,2024-01-01,Beauty,724.03,1219.72,1,Hyderabad,724.03,1219.72,495.69,40.64
ORD009668,CUST01251,2024-01-01,Groceries,778.4,890.31,2,Hyderabad,1556.8,1780.62,223.82,12.57
ORD003778,CUST00477,2024-01-01,Electronics,5307.29,6390.06,1,Delhi,5307.29,6390.06,1082.77,16.94
ORD000768,CUST00104,2024-01-01,Beauty,1099.55,1818.45,3,Chennai,3298.65,5455.35,2156.7,39.53
ORD011233,CUST01466,2024-01-01,Apparel,348.35,594.52,1,Chennai,348.35,594.52,246.17,41.41
ORD006652,CUST00862,2024-01-01,Beauty,423.24,700.74,1,Mumbai,423.24,700.74,277.5,39.6
ORD011939,CUST01558,2024-01-01,Electronics,14549.48,16167.02,1,Hyderabad,14549.48,16167.02,1617.54,10.01
ORD013248,CUST01734,2024-01-01,Electronics,15275.17,18090.64,1,Hyderabad,15275.17,18090.64,2815.47,15.56
ORD000569,CUST00073,2024-01-01,Apparel,900.86,1642.84,1,Mumbai,900.86,1642.84,741.98,45.16
ORD000608,CUST00076,2024-01-01,Beauty,748.48,1290.8,1,Jaipur,748.48,1290.8,542.32,42.01
ORD009519,CUST01236,2024-01-01,Sports,639.86,859.39,1,Mumbai,639.86,859.39,219.53,25.54
ORD011922,CUST01557,2024-01-01,Sports,1430.81,1789.38,2,Mumbai,2861.62,3578.76,717.14,20.04
ORD003301,CUST00426,2024-01-01,Home & Kitchen,2318.47,3287.97,2,Jaipur,4636.94,6575.94,1939.0,29.49
ORD011177,CUST01458,2024-01-01,Sports,2156.81,2856.91,2,Chennai,4313.62,5713.82,1400.2,24.51
ORD000645,CUST00082,2024-01-01,Electronics,17054.32,18941.21,1,Delhi,17054.32,18941.21,1886.89,9.96
ORD006517,CUST00842,2024-01-01,Home & Kitchen,2520.72,3545.17,2,Kolkata,5041.44,7090.34,2048.9,28.9
ORD000675,CUST00088,2024-01-01,Electronics,22727.56,25059.96,1,Chennai,22727.56,25059.96,2332.4,9.31
ORD009466,CUST01227,2024-01-01,Electronics,4312.47,4798.7,2,Mumbai,8624.94,9597.4,972.46,10.13
ORD009465,CUST01227,2024-01-01,Groceries,145.39,165.54,1,Mumbai,145.39,165.54,20.15,12.17
ORD009464,CUST01227,2024-01-01,Groceries,452.09,507.97,2,Mumbai,904.18,1015.94,111.76,11.0
ORD013496,CUST01771,2024-01-01,Electronics,17339.59,19376.73,3,Pune,52018.77,58130.19,6111.42,10.51
ORD000769,CUST00104,2024-01-01,Home & Kitchen,337.33,453.12,2,Chennai,674.66,906.24,231.58,25.55
ORD006827,CUST00894,2024-01-01,Home & Kitchen,3468.66,4451.55,4,Chennai,13874.64,17806.2,3931.56,22.08
ORD006868,CUST00904,2024-01-01,Apparel,248.97,441.24,1,Bengaluru,248.97,441.24,192.27,43.57
ORD002734,CUST00363,2024-01-01,Beauty,597.35,1074.55,1,Mumbai,597.35,1074.55,477.2,44.41
ORD000914,CUST00120,2024-01-01,Home & Kitchen,345.02,477.23,1,Jaipur,345.02,477.23,132.21,27.7
ORD009764,CUST01273,2024-01-01,Electronics,15255.67,17798.73,1,Kolkata,15255.67,17798.73,2543.06,14.29
ORD002727,CUST00361,2024-01-01,Groceries,72.02,82.23,1,Delhi,72.02,82.23,10.21,12.42
ORD002723,CUST00361,2024-01-01,Electronics,23255.46,28188.67,1,Delhi,23255.46,28188.67,4933.21,17.5
ORD011352,CUST01478,2024-01-01,Apparel,1830.14,2750.48,2,Hyderabad,3660.28,5500.96,1840.68,33.46
ORD007316,CUST00956,2024-01-01,Apparel,1253.06,2319.46,1,Chennai,1253.06,2319.46,1066.4,45.98
ORD010344,CUST01352,2024-01-01,Sports,2092.35,2832.95,3,Bengaluru,6277.05,8498.85,2221.8,26.14
ORD007340,CUST00962,2024-01-01,Beauty,684.48,1308.23,1,Bengaluru,684.48,1308.23,623.75,47.68
ORD005739,CUST00748,2024-01-01,Apparel,1149.77,1910.32,2,Delhi,2299.54,3820.64,1521.1,39.81
ORD002643,CUST00350,2024-01-01,Groceries,763.84,813.89,1,Delhi,763.84,813.89,50.05,6.15
ORD005729,CUST00747,2024-01-01,Sports,2589.65,3649.86,1,Pune,2589.65,3649.86,1060.21,29.05
ORD015043,CUST01988,2024-01-01,Home & Kitchen,2064.37,2816.88,2,Hyderabad,4128.74,5633.76,1505.02,26.71
ORD002638,CUST00349,2024-01-01,Apparel,203.45,308.94,1,Pune,203.45,308.94,105.49,34.15
ORD011773,CUST01541,2024-01-01,Electronics,21464.06,24970.31,1,Mumbai,21464.06,24970.31,3506.25,14.04
ORD007314,CUST00956,2024-01-01,Sports,2896.66,4076.64,1,Chennai,2896.66,4076.64,1179.98,28.94
ORD014652,CUST01928,2024-01-01,Groceries,583.74,661.16,1,Chennai,583.74,661.16,77.42,11.71
ORD003994,CUST00503,2024-01-01,Electronics,18270.81,21447.72,2,Pune,36541.62,42895.44,6353.82,14.81
ORD011005,CUST01444,2024-01-01,Home & Kitchen,3588.34,4830.73,1,Lucknow,3588.34,4830.73,1242.39,25.72
ORD011004,CUST01444,2024-01-01,Apparel,1499.99,2423.01,2,Lucknow,2999.98,4846.02,1846.04,38.09
ORD003063,CUST00398,2024-01-01,Groceries,459.86,513.77,1,Delhi,459.86,513.77,53.91,10.49
ORD009387,CUST01217,2024-01-01,Groceries,757.11,815.64,1,Mumbai,757.11,815.64,58.53,7.18
ORD003918,CUST00492,2024-01-01,Groceries,593.39,638.22,1,Mumbai,593.39,638.22,44.83,7.02
ORD009695,CUST01260,2024-01-01,Home & Kitchen,2038.35,2716.96,3,Jaipur,6115.05,8150.88,2035.83,24.98
ORD009367,CUST01212,2024-01-01,Beauty,907.31,1522.51,1,Chennai,907.31,1522.51,615.2,40.41
ORD014460,CUST01903,2024-01-01,Apparel,1517.48,2642.73,1,Jaipur,1517.48,2642.73,1125.25,42.58
ORD010967,CUST01433,2024-01-01,Beauty,1118.95,2118.02,2,Kolkata,2237.9,4236.04,1998.14,47.17
ORD009354,CUST01211,2024-01-01,Apparel,1484.36,2608.3,1,Mumbai,1484.36,2608.3,1123.94,43.09
ORD002902,CUST00385,2024-01-01,Groceries,319.48,365.63,2,Bengaluru,638.96,731.26,92.3,12.62
ORD010910,CUST01429,2024-01-01,Groceries,157.5,178.88,1,Ahmedabad,157.5,178.88,21.38,11.95
ORD010907,CUST01429,2024-01-01,Electronics,10789.67,12224.03,1,Ahmedabad,10789.67,12224.03,1434.36,11.73
ORD013085,CUST01713,2024-01-01,Groceries,105.14,117.67,2,Chennai,210.28,235.34,25.06,10.65
ORD003991,CUST00502,2024-01-01,Sports,2053.92,2771.75,1,Kolkata,2053.92,2771.75,717.83,25.9
ORD008914,CUST01154,2024-01-01,Electronics,3914.44,4652.4,2,Bengaluru,7828.88,9304.8,1475.92,15.86
ORD005331,CUST00692,2024-01-01,Apparel,899.07,1561.53,2,Pune,1798.14,3123.06,1324.92,42.42
ORD002478,CUST00324,2024-01-01,Home & Kitchen,2048.06,2979.59,1,Mumbai,2048.06,2979.59,931.53,31.26
ORD008415,CUST01099,2024-01-01,Groceries,60.41,64.62,1,Delhi,60.41,64.62,4.21,6.52
ORD010138,CUST01328,2024-01-01,Apparel,272.86,428.96,1,Hyderabad,272.86,428.96,156.1,36.39
ORD008409,CUST01095,2024-01-01,Apparel,420.73,624.62,1,Mumbai,420.73,624.62,203.89,32.64
ORD008417,CUST01099,2024-01-01,Electronics,8847.71,9620.17,1,Delhi,8847.71,9620.17,772.46,8.03
ORD008191,CUST01063,2024-01-01,Electronics,20855.46,25428.73,1,Pune,20855.46,25428.73,4573.27,17.98
ORD001833,CUST00247,2024-01-01,Home & Kitchen,866.5,1225.72,4,Delhi,3466.0,4902.88,1436.88,29.31
ORD001713,CUST00232,2024-01-01,Beauty,705.34,1237.65,2,Delhi,1410.68,2475.3,1064.62,43.01
ORD004980,CUST00643,2024-01-01,Apparel,907.96,1400.22,1,Kolkata,907.96,1400.22,492.26,35.16
ORD001256,CUST00168,2024-01-01,Home & Kitchen,3391.26,4473.75,1,Delhi,3391.26,4473.75,1082.49,24.2
ORD013672,CUST01788,2024-01-01,Apparel,664.44,1026.43,1,Hyderabad,664.44,1026.43,361.99,35.27
ORD011519,CUST01504,2024-01-01,Groceries,476.96,526.18,1,Delhi,476.96,526.18,49.22,9.35
ORD004607,CUST00574,2024-01-01,Electronics,11617.53,13569.76,1,Hyderabad,11617.53,13569.76,1952.23,14.39
ORD012464,CUST01637,2024-01-01,Home & Kitchen,2892.22,4177.58,2,Jaipur,5784.44,8355.16,2570.72,30.77
ORD002020,CUST00267,2024-01-01,Sports,2243.79,3183.54,1,Pune,2243.79,3183.54,939.75,29.52
ORD012376,CUST01621,2024-01-01,Sports,2812.44,3628.58,1,Chennai,2812.44,3628.58,816.14,22.49
ORD013667,CUST01787,2024-01-01,Electronics,13144.74,14543.87,1,Pune,13144.74,14543.87,1399.13,9.62
ORD000126,CUST00018,2024-01-01,Groceries,642.03,727.82,1,Jaipur,642.03,727.82,85.79,11.79
ORD005181,CUST00675,2024-01-01,Sports,651.16,906.84,3,Jaipur,1953.48,2720.52,767.04,28.19
ORD002011,CUST00266,2024-01-01,Groceries,727.72,830.01,1,Chennai,727.72,830.01,102.29,12.32
ORD010454,CUST01367,2024-01-01,Home & Kitchen,2536.45,3317.99,2,Bengaluru,5072.9,6635.98,1563.08,23.55
ORD013719,CUST01800,2024-01-01,Groceries,496.04,563.73,2,Pune,992.08,1127.46,135.38,12.01
ORD008372,CUST01090,2024-01-01,Sports,2101.18,2721.18,1,Mumbai,2101.18,2721.18,620.0,22.78
ORD000134,CUST00021,2024-01-01,Electronics,17902.59,20110.84,1,Lucknow,17902.59,20110.84,2208.25,10.98
ORD001216,CUST00162,2024-01-01,Groceries,179.84,195.61,2,Pune,359.68,391.22,31.54,8.06
ORD014320,CUST01880,2024-01-01,Home & Kitchen,1476.7,2153.75,1,Mumbai,1476.7,2153.75,677.05,31.44
ORD012368,CUST01621,2024-01-01,Groceries,619.45,705.84,2,Chennai,1238.9,1411.68,172.78,12.24
ORD004609,CUST00574,2024-01-01,Beauty,837.67,1438.46,1,Hyderabad,837.67,1438.46,600.79,41.77
ORD013675,CUST01789,2024-01-01,Home & Kitchen,627.57,854.65,2,Delhi,1255.14,1709.3,454.16,26.57
ORD004970,CUST00637,2024-01-01,Beauty,721.87,1430.29,1,Lucknow,721.87,1430.29,708.42,49.53
ORD008913,CUST01154,2024-01-01,Electronics,3224.38,3549.57,2,Bengaluru,6448.76,7099.14,650.38,9.16
ORD008265,CUST01078,2024-01-01,Sports,1430.45,1917.75,3,Delhi,4291.35,5753.25,1461.9,25.41
ORD010137,CUST01328,2024-01-01,Apparel,1536.58,2408.43,1,Hyderabad,1536.58,2408.43,871.85,36.2
ORD007949,CUST01038,2024-01-01,Apparel,269.11,492.12,2,Lucknow,538.22,984.24,446.02,45.32
ORD011533,CUST01506,2024-01-01,Groceries,184.44,210.13,1,Pune,184.44,210.13,25.69,12.23
ORD013329,CUST01745,2024-01-01,Apparel,650.95,1174.87,1,Delhi,650.95,1174.87,523.92,44.59
ORD011516,CUST01502,2024-01-01,Sports,2615.66,3478.58,1,Ahmedabad,2615.66,3478.58,862.92,24.81
ORD008758,CUST01140,2024-01-01,Sports,1137.52,1528.93,2,Delhi,2275.04,3057.86,782.82,25.6
ORD013024,CUST01700,2024-01-01,Home & Kitchen,603.65,825.1,1,Mumbai,603.65,825.1,221.45,26.84
ORD014241,CUST01870,2024-01-01,Home & Kitchen,1611.52,2288.94,1,Delhi,1611.52,2288.94,677.42,29.6
ORD014844,CUST01959,2024-01-01,Apparel,358.2,627.78,2,Delhi,716.4,1255.56,539.16,42.94
ORD010453,CUST01367,2024-01-02,Groceries,658.74,717.11,1,Bengaluru,658.74,717.11,58.37,8.14
ORD004412,CUST00546,2024-01-02,Electronics,10882.91,13127.38,3,Hyderabad,32648.73,39382.14,6733.41,17.1
ORD008223,CUST01072,2024-01-02,Home & Kitchen,1425.83,1873.65,1,Pune,1425.83,1873.65,447.82,23.9
ORD013718,CUST01799,2024-01-03,Apparel,1326.68,2035.17,1,Mumbai,1326.68,2035.17,708.49,34.81
ORD009825,CUST01286,2024-01-03,Electronics,5298.08,5939.18,1,Delhi,5298.08,5939.18,641.1,10.79
ORD000187,CUST00032,2024-01-03,Sports,2801.4,3868.8,1,Pune,2801.4,3868.8,1067.4,27.59
ORD012002,CUST01563,2024-01-04,Apparel,944.9,1563.15,1,Delhi,944.9,1563.15,618.25,39.55
ORD004890,CUST00623,2024-01-04,Apparel,1397.87,2557.32,2,Bengaluru,2795.74,5114.64,2318.9,45.34
ORD003297,CUST00426,2024-01-04,Electronics,15250.49,18592.35,1,Jaipur,15250.49,18592.35,3341.86,17.97
ORD014171,CUST01860,2024-01-05,Beauty,566.12,1035.36,1,Ahmedabad,566.12,1035.36,469.24,45.32
ORD000007,CUST00001,2024-01-06,Home & Kitchen,3275.07,4225.82,1,Mumbai,3275.07,4225.82,950.75,22.5
ORD010237,CUST01342,2024-01-07,Home & Kitchen,334.6,429.45,2,Pune,669.2,858.9,189.7,22.09
ORD006538,CUST00846,2024-01-07,Home & Kitchen,2056.37,2997.24,1,Bengaluru,2056.37,2997.24,940.87,31.39
ORD014638,CUST01925,2024-01-08,Electronics,3047.06,3600.19,1,Lucknow,3047.06,3600.19,553.13,15.36
ORD000791,CUST00107,2024-01-08,Apparel,1133.51,1980.04,1,Ahmedabad,1133.51,1980.04,846.53,42.75
ORD011708,CUST01528,2024-01-09,Electronics,17139.17,18768.71,1,Kolkata,17139.17,18768.71,1629.54,8.68
ORD009948,CUST01307,2024-01-09,Home & Kitchen,3293.42,4746.45,1,Bengaluru,3293.42,4746.45,1453.03,30.61
ORD005962,CUST00781,2024-01-10,Apparel,1708.11,2662.37,1,Delhi,1708.11,2662.37,954.26,35.84
ORD006964,CUST00914,2024-01-10,Apparel,1148.38,1869.38,1,Lucknow,1148.38,1869.38,721.0,38.57
ORD006835,CUST00894,2024-01-10,Electronics,20767.8,23727.74,1,Chennai,20767.8,23727.74,2959.94,12.47
ORD001271,CUST00173,2024-01-10,Groceries,774.86,871.49,2,Mumbai,1549.72,1742.98,193.26,11.09
ORD012258,CUST01606,2024-01-10,Sports,3101.71,4322.45,2,Mumbai,6203.42,8644.9,2441.48,28.24
ORD008753,CUST01139,2024-01-11,Groceries,236.4,255.53,1,Hyderabad,236.4,255.53,19.13,7.49
ORD009145,CUST01183,2024-01-11,Electronics,8655.3,9899.07,1,Mumbai,8655.3,9899.07,1243.77,12.56
ORD011997,CUST01561,2024-01-11,Beauty,551.42,1017.41,2,Mumbai,1102.84,2034.82,931.98,45.8
ORD005356,CUST00698,2024-01-12,Apparel,1857.34,3259.23,1,Bengaluru,1857.34,3259.23,1401.89,43.01
ORD005040,CUST00651,2024-01-12,Apparel,687.32,1043.74,1,Mumbai,687.32,1043.74,356.42,34.15
ORD009676,CUST01253,2024-01-13,Beauty,853.12,1664.03,1,Pune,853.12,1664.03,810.91,48.73
ORD011923,CUST01557,2024-01-13,Electronics,9908.28,11492.05,1,Mumbai,9908.28,11492.05,1583.77,13.78
ORD011420,CUST01489,2024-01-15,Electronics,19960.54,22598.67,1,Delhi,19960.54,22598.67,2638.13,11.67
ORD011435,CUST01492,2024-01-15,Beauty,770.07,1246.12,1,Pune,770.07,1246.12,476.05,38.2
ORD007333,CUST00960,2024-01-15,Electronics,24345.13,28623.58,2,Ahmedabad,48690.26,57247.16,8556.9,14.95
ORD009058,CUST01171,2024-01-16,Apparel,518.33,794.68,1,Chennai,518.33,794.68,276.35,34.78
ORD005551,CUST00725,2024-01-16,Beauty,421.66,814.06,2,Bengaluru,843.32,1628.12,784.8,48.2
ORD014311,CUST01877,2024-01-16,Home & Kitchen,1856.67,2630.48,1,Mumbai,1856.67,2630.48,773.81,29.42
ORD010459,CUST01367,2024-01-16,Groceries,295.27,314.26,2,Bengaluru,590.54,628.52,37.98,6.04
ORD004478,CUST00554,2024-01-16,Groceries,209.76,237.49,1,Lucknow,209.76,237.49,27.73,11.68
ORD005352,CUST00698,2024-01-17,Beauty,234.45,379.49,1,Bengaluru,234.45,379.49,145.04,38.22
ORD002477,CUST00323,2024-01-17,Home & Kitchen,3062.13,4084.42,2,Pune,6124.26,8168.84,2044.58,25.03
ORD002308,CUST00299,2024-01-17,Beauty,186.68,328.24,2,Delhi,373.36,656.48,283.12,43.13
ORD008987,CUST01164,2024-01-18,Electronics,4469.37,5301.03,3,Hyderabad,13408.11,15903.09,2494.98,15.69
ORD014139,CUST01857,2024-01-18,Sports,2293.98,3008.06,1,Bengaluru,2293.98,3008.06,714.08,23.74
ORD009515,CUST01235,2024-01-19,Home & Kitchen,1163.63,1565.61,2,Bengaluru,2327.26,3131.22,803.96,25.68
ORD013355,CUST01752,2024-01-19,Apparel,537.78,820.06,1,Jaipur,537.78,820.06,282.28,34.42
ORD006947,CUST00911,2024-01-19,Beauty,1102.89,1897.57,1,Mumbai,1102.89,1897.57,794.68,41.88
ORD009762,CUST01273,2024-01-20,Beauty,924.47,1613.89,1,Kolkata,924.47,1613.89,689.42,42.72
ORD013688,CUST01792,2024-01-20,Electronics,14054.1,16272.72,1,Delhi,14054.1,16272.72,2218.62,13.63
ORD003237,CUST00415,2024-01-20,Groceries,753.51,835.89,1,Hyderabad,753.51,835.89,82.38,9.86
